Period,Dimension,Org_Level,Org_Code,Org_Geog_Code,Org_Name,Measure,Measure_Description,Count_Of,Value
October 2017,AgeAtBookingMotherAverage,National,ALL,,All Submitters,,,Average over women,29.7
October 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,20 to 24,,Women,8538
October 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,25 to 29,,Women,16137
October 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,30 to 34,,Women,17565
October 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,35 to 39,,Women,9774
October 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,40 to 44,,Women,2023
October 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,45 or Over,,Women,165
October 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,Missing Value,,Women,8
October 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,Under 20,,Women,2166
October 2017,AgeAtBookingMotherGroup20,National,ALL,,All Submitters,19-,,Women,2166
October 2017,AgeAtBookingMotherGroup20,National,ALL,,All Submitters,20+,,Women,54201
October 2017,AgeAtBookingMotherGroup20,National,ALL,,All Submitters,Missing Value,,Women,8
October 2017,ApgarScore5TermGroup7,National,ALL,,All Submitters,0 to 6,,Babies,476
October 2017,ApgarScore5TermGroup7,National,ALL,,All Submitters,7 to 10,,Babies,37485
October 2017,ApgarScore5TermGroup7,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,3093
October 2017,BabyFirstFeedBreastMilkStatus,National,ALL,,All Submitters,Maternal or Donor Breast Milk,,Babies,27024
October 2017,BabyFirstFeedBreastMilkStatus,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,10147
October 2017,BabyFirstFeedBreastMilkStatus,National,ALL,,All Submitters,Not Breast Milk,,Babies,9202
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"1,500g to 1,999g",,Babies,56
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"2,000g to 2,499g",,Babies,1080
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"2,500g to 2,999g",,Babies,6400
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"3,000g to 3,499g",,Babies,15146
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"3,500g to 3,999g",,Babies,12858
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"4,000g to 4,499g",,Babies,4213
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"4,500g to 4,999g",,Babies,582
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"5,000g and over",,Babies,56
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,548
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,"Under 1,500g",,Babies,8
October 2017,BirthweightTermGroup,National,ALL,,All Submitters,Unknown,,Babies,103
October 2017,BirthweightTermGroup2500,National,ALL,,All Submitters,"2,500g and over",,Babies,39254
October 2017,BirthweightTermGroup2500,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,548
October 2017,BirthweightTermGroup2500,National,ALL,,All Submitters,"Under 2,500g",,Babies,1144
October 2017,BirthweightTermGroup2500,National,ALL,,All Submitters,Unknown,,Babies,103
October 2017,BMI,National,ALL,,All Submitters,Missing Value,,Women,9844
October 2017,BMI,National,ALL,,All Submitters,Normal,,Women,22275
October 2017,BMI,National,ALL,,All Submitters,Obese,,Women,9880
October 2017,BMI,National,ALL,,All Submitters,Overweight,,Women,12892
October 2017,BMI,National,ALL,,All Submitters,Underweight,,Women,2064
October 2017,CigarettesPerDayAverage,National,ALL,,All Submitters,,,Average over women,7.5
October 2017,ComplexSocialFactorsInd,National,ALL,,All Submitters,Missing Value,Missing Value,Women,12680
October 2017,ComplexSocialFactorsInd,National,ALL,,All Submitters,N,No,Women,38512
October 2017,ComplexSocialFactorsInd,National,ALL,,All Submitters,Value outside reporting parameters,Value outside reporting parameters,Women,102
October 2017,ComplexSocialFactorsInd,National,ALL,,All Submitters,Y,Yes,Women,5621
October 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Elective caesarean section,,Babies,5909
October 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Emergency caesarean section,,Babies,6963
October 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Instrumental,,Babies,4893
October 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,1125
October 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Other,,Babies,1364
October 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Spontaneous,,Babies,26128
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,01 - Most deprived,,Women,7944
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,02,,Women,7083
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,03,,Women,6564
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,04,,Women,6106
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,05,,Women,5458
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,06,,Women,5187
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,07,,Women,4773
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,08,,Women,4590
October 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,09,,Women,4253
