Period,Dimension,Org_Level,Org_Code,Org_Geog_Code,Org_Name,Measure,Measure_Description,Count_Of,Value
September 2017,AgeAtBookingMotherAverage,National,ALL,,All Submitters,,,Average over women,29.7
September 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,20 to 24,,Women,7690
September 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,25 to 29,,Women,14648
September 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,30 to 34,,Women,15970
September 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,35 to 39,,Women,8917
September 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,40 to 44,,Women,1822
September 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,45 or Over,,Women,153
September 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,Missing Value,,Women,4
September 2017,AgeAtBookingMotherGroup,National,ALL,,All Submitters,Under 20,,Women,2014
September 2017,AgeAtBookingMotherGroup20,National,ALL,,All Submitters,19-,,Women,2014
September 2017,AgeAtBookingMotherGroup20,National,ALL,,All Submitters,20+,,Women,49197
September 2017,AgeAtBookingMotherGroup20,National,ALL,,All Submitters,Missing Value,,Women,4
September 2017,ApgarScore5TermGroup7,National,ALL,,All Submitters,0 to 6,,Babies,439
September 2017,ApgarScore5TermGroup7,National,ALL,,All Submitters,7 to 10,,Babies,35223
September 2017,ApgarScore5TermGroup7,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,1795
September 2017,BabyFirstFeedBreastMilkStatus,National,ALL,,All Submitters,Maternal or Donor Breast Milk,,Babies,24137
September 2017,BabyFirstFeedBreastMilkStatus,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,10448
September 2017,BabyFirstFeedBreastMilkStatus,National,ALL,,All Submitters,Not Breast Milk,,Babies,8487
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"1,500g to 1,999g",,Babies,50
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"2,000g to 2,499g",,Babies,890
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"2,500g to 2,999g",,Babies,5773
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"3,000g to 3,499g",,Babies,14045
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"3,500g to 3,999g",,Babies,11819
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"4,000g to 4,499g",,Babies,3629
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"4,500g to 4,999g",,Babies,524
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"5,000g and over",,Babies,33
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,603
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,"Under 1,500g",,Babies,5
September 2017,BirthweightTermGroup,National,ALL,,All Submitters,Unknown,,Babies,79
September 2017,BirthweightTermGroup2500,National,ALL,,All Submitters,"2,500g and over",,Babies,35823
September 2017,BirthweightTermGroup2500,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,603
September 2017,BirthweightTermGroup2500,National,ALL,,All Submitters,"Under 2,500g",,Babies,945
September 2017,BirthweightTermGroup2500,National,ALL,,All Submitters,Unknown,,Babies,79
September 2017,BMI,National,ALL,,All Submitters,Missing Value,,Women,10384
September 2017,BMI,National,ALL,,All Submitters,Normal,,Women,19521
September 2017,BMI,National,ALL,,All Submitters,Obese,,Women,8790
September 2017,BMI,National,ALL,,All Submitters,Overweight,,Women,11225
September 2017,BMI,National,ALL,,All Submitters,Underweight,,Women,1789
September 2017,CigarettesPerDayAverage,National,ALL,,All Submitters,,,Average over women,7.6
September 2017,ComplexSocialFactorsInd,National,ALL,,All Submitters,Missing Value,Missing Value,Women,11532
September 2017,ComplexSocialFactorsInd,National,ALL,,All Submitters,N,No,Women,35030
September 2017,ComplexSocialFactorsInd,National,ALL,,All Submitters,Value outside reporting parameters,Value outside reporting parameters,Women,105
September 2017,ComplexSocialFactorsInd,National,ALL,,All Submitters,Y,Yes,Women,4978
September 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Elective caesarean section,,Babies,5334
September 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Emergency caesarean section,,Babies,6247
September 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Instrumental,,Babies,4537
September 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Babies,1031
September 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Other,,Babies,1234
September 2017,DeliveryMethodBabyGroup,National,ALL,,All Submitters,Spontaneous,,Babies,24694
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,01 - Most deprived,,Women,7505
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,02,,Women,6458
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,03,,Women,5838
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,04,,Women,5592
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,05,,Women,5041
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,06,,Women,4643
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,07,,Women,4261
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,08,,Women,4134
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,09,,Women,3814
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,10 - Least deprived,,Women,3194
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,Missing value / Value outside reporting parameters,,Women,374
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,Pseudo postcode recorded (includes no fixed abode or resident overseas),,Women,381
September 2017,DeprivationDecileAtBooking,National,ALL,,All Submitters,"Resident elsewhere in the UK, Channel Islands or Isle of Man",,Women,69
September 2017,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Any other ethnic group,,Women,2053
September 2017,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Asian or Asian British,,Women,5170
September 2017,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Black or Black British,,Women,2056
September 2017,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Missing Value / Value outside reporting parameters,,Women,1720
September 2017,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Mixed,,Women,932
September 2017,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Not known,,Women,1853
September 2017,EthnicCategoryMotherGroup,National,ALL,,All Submitters,Not Stated,,Women,3831
